year,years,foreigners male arrivals,foreigners male departures,foreigners male balance,foreigners female arrivals,foreigners female departures,foreigners female balance,foreigners total arrivals,foreigners total departures,foreigners total balance,total male arrivals,total male departures,total male balance,total female arrivals,total female departures,total female balance,total arrivals,total departures,total balance
2017,43 years,14434,11099,3335,7464,4255,3209,21898,15354,6544,15837,13245,2592,8189,5264,2925,24026,18509,5517
2017,44 years,13238,10211,3027,6920,4016,2904,20158,14227,5931,14591,12266,2325,7609,4942,2667,22200,17208,4992
2017,45 years,12702,9995,2707,6567,4000,2567,19269,13995,5274,14009,11995,2014,7260,4961,2299,21269,16956,4313
2017,46 years,12053,9340,2713,6456,3914,2542,18509,13254,5255,13412,11469,1943,7201,4874,2327,20613,16343,4270
2017,47 years,11846,9220,2626,6132,3780,2352,17978,13000,4978,13346,11407,1939,6842,4771,2071,20188,16178,4010
2017,48 years,11441,8752,2689,5763,3683,2080,17204,12435,4769,12923,10920,2003,6486,4685,1801,19409,15605,3804
2017,49 years,10622,8360,2262,5702,3657,2045,16324,12017,4307,12076,10646,1430,6407,4650,1757,18483,15296,3187
2017,50 years,9681,7604,2077,5004,3228,1776,14685,10832,3853,11114,9761,1353,5716,4197,1519,16830,13958,2872
2017,51 years,8024,6410,1614,4230,2778,1452,12254,9188,3066,9453,8610,843,4978,3765,1213,14431,12375,2056
2017,52 years,7190,5881,1309,3880,2593,1287,11070,8474,2596,8496,7957,539,4593,3500,1093,13089,11457,1632
2017,53 years,6745,5506,1239,3666,2613,1053,10411,8119,2292,8027,7565,462,4388,3550,838,12415,11115,1300
2017,54 years,6154,5096,1058,3340,2454,886,9494,7550,1944,7342,6910,432,3991,3279,712,11333,10189,1144
2017,55 years,5581,4584,997,2955,2260,695,8536,6844,1692,6711,6254,457,3521,3030,491,10232,9284,948
2017,56 years,5027,4190,837,2766,2105,661,7793,6295,1498,6062,5749,313,3298,2865,433,9360,8614,746
2017,57 years,4756,4004,752,2624,2063,561,7380,6067,1313,5746,5421,325,3120,2761,359,8866,8182,684
2017,58 years,4108,3416,692,2194,1883,311,6302,5299,1003,4988,4755,233,2687,2480,207,7675,7235,440
2017,59 years,3466,2991,475,1992,1723,269,5458,4714,744,4241,4151,90,2415,2289,126,6656,6440,216
2017,60 years,2852,2551,301,1796,1671,125,4648,4222,426,3578,3644,-66,2183,2161,22,5761,5805,-44
2017,61 years,2427,2212,215,1627,1566,61,4054,3778,276,3096,3187,-91,1990,2035,-45,5086,5222,-136
2017,62 years,2089,1914,175,1469,1307,162,3558,3221,337,2660,2775,-115,1825,1730,95,4485,4505,-20
2017,63 years,1630,1726,-96,1235,1215,20,2865,2941,-76,2180,2592,-412,1576,1659,-83,3756,4251,-495
2017,64 years,1234,1263,-29,1134,1123,11,2368,2386,-18,1729,2054,-325,1461,1534,-73,3190,3588,-398
2017,65 years,1002,1171,-169,1012,1045,-33,2014,2216,-202,1611,1996,-385,1330,1411,-81,2941,3407,-466
2017,66 years,847,1101,-254,910,951,-41,1757,2052,-295,1342,1856,-514,1236,1323,-87,2578,3179,-601
2017,67 years,753,866,-113,786,867,-81,1539,1733,-194,1149,1500,-351,1020,1196,-176,2169,2696,-527
2017,68 years,589,705,-116,702,754,-52,1291,1459,-168,967,1307,-340,903,1059,-156,1870,2366,-496
2017,69 years,517,691,-174,553,620,-67,1070,1311,-241,838,1165,-327,723,930,-207,1561,2095,-534
2017,70 years,474,641,-167,545,649,-104,1019,1290,-271,749,1074,-325,719,909,-190,1468,1983,-515
2017,71 years,359,559,-200,439,506,-67,798,1065,-267,598,925,-327,570,742,-172,1168,1667,-499
2017,72 years,328,425,-97,358,414,-56,686,839,-153,533,745,-212,479,615,-136,1012,1360,-348
2017,73 years,265,421,-156,312,400,-88,577,821,-244,525,781,-256,436,643,-207,961,1424,-463
2017,74 years,228,352,-124,293,333,-40,521,685,-164,446,665,-219,390,562,-172,836,1227,-391
2017,75 years,226,347,-121,289,333,-44,515,680,-165,421,656,-235,411,552,-141,832,1208,-376
2017,76 years,181,312,-131,255,270,-15,436,582,-146,401,622,-221,390,481,-91,791,1103,-312
2017,77 years,215,339,-124,236,295,-59,451,634,-183,404,636,-232,366,529,-163,770,1165,-395
2017,78 years,197,274,-77,220,264,-44,417,538,-121,344,509,-165,338,475,-137,682,984,-302
2017,79 years,137,244,-107,213,236,-23,350,480,-130,239,437,-198,293,472,-179,532,909,-377
2017,80 years,118,229,-111,190,245,-55,308,474,-166,209,401,-192,265,437,-172,474,838,-364
2017,81 years,81,196,-115,142,214,-72,223,410,-187,149,345,-196,204,417,-213,353,762,-409
2017,82 years,95,177,-82,154,176,-22,249,353,-104,169,322,-153,216,370,-154,385,692,-307
2017,83 years,103,156,-53,140,127,13,243,283,-40,147,275,-128,194,310,-116,341,585,-244
2017,84 years,76,113,-37,112,127,-15,188,240,-52,106,188,-82,144,252,-108,250,440,-190
2017,85 years,52,96,-44,100,128,-28,152,224,-72,77,176,-99,141,283,-142,218,459,-241
2017,86 years,39,74,-35,90,78,12,129,152,-23,64,148,-84,115,213,-98,179,361,-182
2017,87 years,42,50,-8,79,72,7,121,122,-1,56,108,-52,109,212,-103,165,320,-155
2017,88 years,35,59,-24,50,62,-12,85,121,-36,49,112,-63,74,212,-138,123,324,-201
2017,89 years,25,45,-20,37,46,-9,62,91,-29,43,100,-57,55,190,-135,98,290,-192
2017,90 years,17,39,-22,58,37,21,75,76,-1,31,90,-59,76,190,-114,107,280,-173
2017,91 years,19,19,0,27,28,-1,46,47,-1,27,61,-34,40,161,-121,67,222,-155
2017,92 years,10,17,-7,23,30,-7,33,47,-14,15,44,-29,33,149,-116,48,193,-145
2017,93 years,5,12,-7,21,21,0,26,33,-7,12,44,-32,28,135,-107,40,179,-139
2017,94 years,2,15,-13,14,13,1,16,28,-12,5,37,-32,25,97,-72,30,134,-104
2017,95 years and over,8,37,-29,28,47,-19,36,84,-48,12,125,-113,51,366,-315,63,491,-428
2017,Total,843437,589998,253439,540581,295462,245119,1384018,885460,498558,942997,744469,198528,607724,390172,217552,1550721,1134641,416080
2018,under 1 year,2664,1009,1655,2572,968,1604,5236,1977,3259,3797,1552,2245,3637,1457,2180,7434,3009,4425
2018,1 year,6074,3279,2795,5662,2925,2737,11736,6204,5532,7856,4799,3057,7295,4336,2959,15151,9135,6016
2018,2 years,6446,3511,2935,6139,3182,2957,12585,6693,5892,7848,5029,2819,7441,4544,2897,15289,9573,5716
2018,3 years,6369,3236,3133,6058,2931,3127,12427,6167,6260,7578,4662,2916,7248,4267,2981,14826,8929,5897
2018,4 years,6022,2946,3076,5632,2706,2926,11654,5652,6002,7179,4302,2877,6709,3984,2725,13888,8286,5602
2018,5 years,5929,2738,3191,5497,2509,2988,11426,5247,6179,6920,4013,2907,6485,3749,2736,13405,7762,5643
2018,6 years,5773,2816,2957,5235,2635,2600,11008,5451,5557,6746,4263,2483,6130,3983,2147,12876,8246,4630
2018,7 years,5290,2429,2861,4924,2243,2681,10214,4672,5542,6167,3592,2575,5796,3319,2477,11963,6911,5052
2018,8 years,5237,2164,3073,4878,2087,2791,10115,4251,5864,6094,3107,2987,5659,2999,2660,11753,6106,5647
2018,9 years,5165,1986,3179,4701,1927,2774,9866,3913,5953,5963,2852,3111,5451,2778,2673,11414,5630,5784
2018,10 years,4963,1923,3040,4589,1827,2762,9552,3750,5802,5725,2856,2869,5350,2710,2640,11075,5566,5509
2018,11 years,4746,1773,2973,4405,1715,2690,9151,3488,5663,5517,2614,2903,5160,2549,2611,10677,5163,5514
2018,12 years,4504,1711,2793,4172,1529,2643,8676,3240,5436,5187,2527,2660,4834,2287,2547,10021,4814,5207
2018,13 years,4322,1630,2692,3990,1535,2455,8312,3165,5147,4986,2384,2602,4643,2232,2411,9629,4616,5013
2018,14 years,4088,1589,2499,3842,1480,2362,7930,3069,4861,4767,2310,2457,4449,2148,2301,9216,4458,4758
2018,15 years,4600,1751,2849,3976,1547,2429,8576,3298,5278,5264,2448,2816,4613,2225,2388,9877,4673,5204
2018,16 years,5661,2052,3609,4514,1727,2787,10175,3779,6396,6404,2758,3646,5242,2492,2750,11646,5250,6396
2018,17 years,5918,2550,3368,4702,2109,2593,10620,4659,5961,6672,3328,3344,5427,2843,2584,12099,6171,5928
2018,18 years,12103,5469,6634,8653,3572,5081,20756,9041,11715,13627,7096,6531,10165,4985,5180,23792,12081,11711
2018,19 years,21514,11198,10316,15380,5983,9397,36894,17181,19713,23527,13553,9974,17267,7881,9386,40794,21434,19360
2018,20 years,25679,16308,9371,20031,9179,10852,45710,25487,20223,27961,19099,8862,21894,11223,10671,49855,30322,19533
2018,21 years,29048,20556,8492,22960,13702,9258,52008,34258,17750,31646,23919,7727,24935,16094,8841,56581,40013,16568
2018,22 years,30540,22087,8453,23568,14760,8808,54108,36847,17261,33322,25829,7493,25623,17359,8264,58945,43188,15757
2018,23 years,32000,22883,9117,23061,13152,9909,55061,36035,19026,34906,26766,8140,25080,15874,9206,59986,42640,17346
2018,24 years,31766,22522,9244,21874,12319,9555,53640,34841,18799,34922,26886,8036,23950,15198,8752,58872,42084,16788
2018,25 years,30945,22211,8734,20648,11550,9098,51593,33761,17832,34358,26909,7449,22765,14811,7954,57123,41720,15403
2018,26 years,30357,21827,8530,18810,10341,8469,49167,32168,16999,33953,26861,7092,20937,13666,7271,54890,40527,14363
2018,27 years,28456,20906,7550,17505,9631,7874,45961,30537,15424,32136,26121,6015,19647,12882,6765,51783,39003,12780
2018,28 years,28559,21505,7054,16458,9249,7209,45017,30754,14263,32318,26844,5474,18657,12650,6007,50975,39494,11481
2018,29 years,27155,20602,6553,15257,8658,6599,42412,29260,13152,30766,25780,4986,17289,11647,5642,48055,37427,10628
2018,30 years,25882,19801,6081,14119,8120,5999,40001,27921,12080,29499,24962,4537,16242,11094,5148,45741,36056,9685
2018,31 years,24375,18764,5611,13276,7395,5881,37651,26159,11492,27764,23542,4222,15363,10016,5347,43127,33558,9569
2018,32 years,22768,17508,5260,11964,6822,5142,34732,24330,10402,26112,22139,3973,13723,9235,4488,39835,31374,8461
2018,33 years,21635,16882,4753,11138,6161,4977,32773,23043,9730,24778,21130,3648,12811,8466,4345,37589,29596,7993
2018,34 years,20155,15721,4434,10365,5789,4576,30520,21510,9010,23315,19992,3323,11967,7941,4026,35282,27933,7349
2018,35 years,19108,14973,4135,9785,5531,4254,28893,20504,8389,22118,19105,3013,11319,7604,3715,33437,26709,6728
2018,36 years,18499,14722,3777,9314,5224,4090,27813,19946,7867,21472,18701,2771,10815,7225,3590,32287,25926,6361
2018,37 years,17614,13806,3808,8815,4984,3831,26429,18790,7639,20438,17590,2848,10176,6813,3363,30614,24403,6211
2018,38 years,17623,14356,3267,8629,4989,3640,26252,19345,6907,20153,18015,2138,9913,6742,3171,30066,24757,5309
2018,39 years,16778,13547,3231,8262,4666,3596,25040,18213,6827,19159,16765,2394,9416,6207,3209,28575,22972,5603
2018,40 years,16235,13001,3234,7987,4720,3267,24222,17721,6501,18583,16002,2581,9095,6091,3004,27678,22093,5585
2018,41 years,15913,12781,3132,7887,4725,3162,23800,17506,6294,17975,15588,2387,8892,6001,2891,26867,21589,5278
2018,42 years,15272,12318,2954,7677,4708,2969,22949,17026,5923,17160,14868,2292,8597,5954,2643,25757,20822,4935
2018,43 years,15053,11959,3094,7583,4563,3020,22636,16522,6114,16778,14347,2431,8420,5667,2753,25198,20014,5184
2018,44 years,14318,11476,2842,7131,4547,2584,21449,16023,5426,16040,13725,2315,7981,5561,2420,24021,19286,4735
2018,45 years,13042,10594,2448,6801,4225,2576,19843,14819,5024,14562,12674,1888,7537,5165,2372,22099,17839,4260
2018,46 years,12892,10360,2532,6610,4033,2577,19502,14393,5109,14517,12451,2066,7358,4944,2414,21875,17395,4480
2018,47 years,12004,9718,2286,6420,4084,2336,18424,13802,4622,13672,11977,1695,7170,5020,2150,20842,16997,3845
2018,48 years,11613,9518,2095,5975,3916,2059,17588,13434,4154,13362,11732,1630,6773,4891,1882,20135,16623,3512
2018,49 years,10932,9120,1812,5769,3849,1920,16701,12969,3732,12638,11294,1344,6596,4934,1662,19234,16228,3006
2018,50 years,10468,8611,1857,5520,3693,1827,15988,12304,3684,12208,10871,1337,6379,4704,1675,18587,15575,3012
2018,51 years,9451,7979,1472,4909,3396,1513,14360,11375,2985,11188,10223,965,5720,4420,1300,16908,14643,2265
2018,52 years,7701,6462,1239,4022,2759,1263,11723,9221,2502,9355,8608,747,4814,3779,1035,14169,12387,1782
2018,53 years,7101,5994,1107,3716,2706,1010,10817,8700,2117,8751,8081,670,4489,3643,846,13240,11724,1516
2018,54 years,6664,5535,1129,3575,2618,957,10239,8153,2086,8270,7611,659,4345,3554,791,12615,11165,1450
2018,55 years,5994,5109,885,3240,2495,745,9234,7604,1630,7465,6994,471,3976,3371,605,11441,10365,1076
2018,56 years,5394,4587,807,2906,2217,689,8300,6804,1496,6786,6305,481,3544,2997,547,10330,9302,1028
2018,57 years,4845,4104,741,2536,2092,444,7381,6196,1185,6031,5687,344,3161,2867,294,9192,8554,638
2018,58 years,4270,3845,425,2425,2036,389,6695,5881,814,5332,5254,78,2981,2722,259,8313,7976,337
2018,59 years,3659,3281,378,2035,1812,223,5694,5093,601,4658,4533,125,2575,2426,149,7233,6959,274
2018,60 years,3114,2998,116,1850,1748,102,4964,4746,218,4024,4110,-86,2335,2330,5,6359,6440,-81
2018,61 years,2646,2514,132,1666,1553,113,4312,4067,245,3438,3538,-100,2092,2069,23,5530,5607,-77
2018,62 years,2279,2177,102,1521,1414,107,3800,3591,209,3054,3155,-101,1932,1873,59,4986,5028,-42
2018,63 years,1843,1892,-49,1315,1393,-78,3158,3285,-127,2554,2901,-347,1639,1828,-189,4193,4729,-536
2018,64 years,1392,1570,-178,1166,1225,-59,2558,2795,-237,2029,2461,-432,1548,1719,-171,3577,4180,-603
2018,65 years,1089,1349,-260,1012,1158,-146,2101,2507,-406,1738,2222,-484,1351,1555,-204,3089,3777,-688
2018,66 years,891,1202,-311,883,1087,-204,1774,2289,-515,1525,2102,-577,1189,1498,-309,2714,3600,-886
2018,67 years,744,925,-181,760,872,-112,1504,1797,-293,1221,1622,-401,1003,1192,-189,2224,2814,-590
2018,68 years,629,783,-154,692,834,-142,1321,1617,-296,1110,1361,-251,926,1160,-234,2036,2521,-485
2018,69 years,507,719,-212,598,712,-114,1105,1431,-326,909,1227,-318,811,984,-173,1720,2211,-491
2018,70 years,474,693,-219,540,691,-151,1014,1384,-370,804,1126,-322,743,971,-228,1547,2097,-550
2018,71 years,396,597,-201,487,548,-61,883,1145,-262,709,1031,-322,637,781,-144,1346,1812,-466
2018,72 years,328,502,-174,422,494,-72,750,996,-246,598,871,-273,559,686,-127,1157,1557,-400
2018,73 years,244,418,-174,312,424,-112,556,842,-286,435,703,-268,416,572,-156,851,1275,-424
2018,74 years,285,445,-160,259,376,-117,544,821,-277,521,761,-240,386,576,-190,907,1337,-430
2018,75 years,208,405,-197,247,318,-71,455,723,-268,410,715,-305,387,508,-121,797,1223,-426
2018,76 years,196,358,-162,227,293,-66,423,651,-228,409,669,-260,336,481,-145,745,1150,-405
2018,77 years,157,292,-135,216,319,-103,373,611,-238,352,577,-225,329,530,-201,681,1107,-426
2018,78 years,162,332,-170,247,281,-34,409,613,-204,321,611,-290,375,510,-135,696,1121,-425
2018,79 years,138,272,-134,178,265,-87,316,537,-221,273,505,-232,284,445,-161,557,950,-393
2018,80 years,123,285,-162,206,276,-70,329,561,-232,250,480,-230,308,482,-174,558,962,-404
2018,81 years,108,229,-121,171,222,-51,279,451,-172,195,378,-183,259,389,-130,454,767,-313
2018,82 years,86,162,-76,157,185,-28,243,347,-104,152,290,-138,223,341,-118,375,631,-256
2018,83 years,81,137,-56,145,148,-3,226,285,-59,149,228,-79,216,292,-76,365,520,-155
2018,84 years,72,146,-74,143,129,14,215,275,-60,119,223,-104,199,261,-62,318,484,-166
2018,85 years,53,107,-54,109,111,-2,162,218,-56,81,175,-94,147,236,-89,228,411,-183
2018,86 years,39,86,-47,86,107,-21,125,193,-68,73,135,-62,120,209,-89,193,344,-151
2018,87 years,29,53,-24,58,80,-22,87,133,-46,49,94,-45,93,180,-87,142,274,-132
2018,88 years,42,52,-10,59,74,-15,101,126,-25,61,112,-51,86,183,-97,147,295,-148
2018,89 years,21,36,-15,39,46,-7,60,82,-22,35,69,-34,60,139,-79,95,208,-113
2018,90 years,16,31,-15,39,47,-8,55,78,-23,28,68,-40,59,143,-84,87,211,-124
2018,91 years,14,21,-7,25,36,-11,39,57,-18,20,47,-27,52,117,-65,72,164,-92
2018,92 years,8,17,-9,24,25,-1,32,42,-10,12,35,-23,41,95,-54,53,130,-77
2018,93 years,4,15,-11,19,26,-7,23,41,-18,7,31,-24,26,85,-59,33,116,-83
2018,94 years,3,6,-3,8,23,-15,11,29,-18,12,21,-9,21,67,-46,33,88,-55
2018,95 years and over,13,18,-5,26,45,-19,39,63,-24,17,53,-36,53,187,-134,70,240,-170
2018,Total,847585,617443,230142,535996,306138,229858,1383581,923581,460000,971945,780532,191413,613167,404900,208267,1585112,1185432,399680
2019,under 1 year,2590,991,1599,2544,926,1618,5134,1917,3217,3728,1545,2183,3530,1477,2053,7258,3022,4236
2019,1 year,5746,3209,2537,5432,2947,2485,11178,6156,5022,7368,4689,2679,7025,4359,2666,14393,9048,5345
2019,2 years,6171,3224,2947,5578,3113,2465,11749,6337,5412,7516,4646,2870,6911,4446,2465,14427,9092,5335
2019,3 years,5809,3202,2607,5562,2976,2586,11371,6178,5193,7109,4621,2488,6768,4342,2426,13877,8963,4914
2019,4 years,5841,2912,2929,5461,2757,2704,11302,5669,5633,7021,4247,2774,6523,4049,2474,13544,8296,5248
2019,5 years,5643,2804,2839,5154,2537,2617,10797,5341,5456,6666,4209,2457,6268,3873,2395,12934,8082,4852
2019,6 years,5380,2715,2665,4959,2512,2447,10339,5227,5112,6375,4145,2230,5934,3868,2066,12309,8013,4296
2019,7 years,5112,2276,2836,4934,2173,2761,10046,4449,5597,6043,3387,2656,5837,3307,2530,11880,6694,5186
2019,8 years,4691,1987,2704,4463,1895,2568,9154,3882,5272,5550,2885,2665,5276,2794,2482,10826,5679,5147
2019,9 years,4844,1927,2917,4549,1842,2707,9393,3769,5624,5668,2782,2886,5354,2681,2673,11022,5463,5559
2019,10 years,4826,1936,2890,4511,1785,2726,9337,3721,5616,5661,2810,2851,5282,2589,2693,10943,5399,5544
2019,11 years,4592,1810,2782,4369,1710,2659,8961,3520,5441,5381,2627,2754,5122,2507,2615,10503,5134,5369
2019,12 years,4376,1671,2705,3980,1552,2428,8356,3223,5133,5159,2388,2771,4751,2290,2461,9910,4678,5232
2019,13 years,4160,1634,2526,3822,1526,2296,7982,3160,4822,4932,2367,2565,4530,2255,2275,9462,4622,4840
2019,14 years,4152,1539,2613,3635,1487,2148,7787,3026,4761,4855,2195,2660,4306,2152,2154,9161,4347,4814
2019,15 years,4376,1563,2813,3906,1518,2388,8282,3081,5201,5099,2243,2856,4618,2184,2434,9717,4427,5290
2019,16 years,4983,1961,3022,4331,1765,2566,9314,3726,5588,5771,2684,3087,5051,2472,2579,10822,5156,5666
2019,17 years,5340,2277,3063,4474,2056,2418,9814,4333,5481,6130,3037,3093,5201,2750,2451,11331,5787,5544
2019,18 years,10843,4888,5955,8213,3284,4929,19056,8172,10884,12353,6440,5913,9712,4661,5051,22065,11101,10964
2019,19 years,20495,10559,9936,15073,6277,8796,35568,16836,18732,22753,13088,9665,17149,8348,8801,39902,21436,18466
2019,20 years,24921,16069,8852,19390,9481,9909,44311,25550,18761,27345,19046,8299,21259,11636,9623,48604,30682,17922
2019,21 years,27988,20369,7619,22113,13995,8118,50101,34364,15737,30652,23784,6868,24065,16408,7657,54717,40192,14525
2019,22 years,30037,22373,7664,22487,15189,7298,52524,37562,14962,33045,26157,6888,24516,17760,6756,57561,43917,13644
2019,23 years,31106,22767,8339,22522,13502,9020,53628,36269,17359,34313,26912,7401,24610,16454,8156,58923,43366,15557
2019,24 years,31297,22849,8448,21291,12556,8735,52588,35405,17183,34570,27247,7323,23380,15514,7866,57950,42761,15189
2019,25 years,30394,22779,7615,20051,11824,8227,50445,34603,15842,33852,27513,6339,22172,15129,7043,56024,42642,13382
2019,26 years,28931,22020,6911,18658,10906,7752,47589,32926,14663,32408,26966,5442,20868,14320,6548,53276,41286,11990
2019,27 years,27958,21673,6285,17434,10018,7416,45392,31691,13701,31583,26690,4893,19634,13346,6288,51217,40036,11181
2019,28 years,26812,21084,5728,15658,9574,6084,42470,30658,11812,30671,26156,4515,17698,12705,4993,48369,38861,9508
2019,29 years,25916,21178,4738,15076,9112,5964,40992,30290,10702,29773,26499,3274,17193,12286,4907,46966,38785,8181
2019,30 years,25206,20392,4814,14022,8685,5337,39228,29077,10151,28991,25549,3442,16016,11597,4419,45007,37146,7861
2019,31 years,23740,19643,4097,13119,8011,5108,36859,27654,9205,27565,24781,2784,15138,10723,4415,42703,35504,7199
2019,32 years,22646,18746,3900,12004,7451,4553,34650,26197,8453,26311,23657,2654,13962,10027,3935,40273,33684,6589
2019,33 years,21222,17694,3528,10889,6653,4236,32111,24347,7764,24691,22329,2362,12728,8929,3799,37419,31258,6161
2019,34 years,20089,16951,3138,10216,6151,4065,30305,23102,7203,23448,21323,2125,11891,8423,3468,35339,29746,5593
2019,35 years,19176,15903,3273,9659,5755,3904,28835,21658,7177,22571,20096,2475,11262,7782,3480,33833,27878,5955
2019,36 years,17664,15146,2518,9148,5397,3751,26812,20543,6269,20786,19225,1561,10617,7476,3141,31403,26701,4702
2019,37 years,17500,14680,2820,8805,5396,3409,26305,20076,6229,20527,18682,1845,10248,7332,2916,30775,26014,4761
2019,38 years,16633,14240,2393,8153,5076,3077,24786,19316,5470,19516,17931,1585,9488,6842,2646,29004,24773,4231
2019,39 years,16513,14458,2055,8185,4959,3226,24698,19417,5281,19384,17953,1431,9481,6632,2849,28865,24585,4280
2019,40 years,15695,13729,1966,7724,4908,2816,23419,18637,4782,18162,16872,1290,8890,6366,2524,27052,23238,3814
2019,41 years,15085,13032,2053,7523,4838,2685,22608,17870,4738,17396,16024,1372,8601,6189,2412,25997,22213,3784
2019,42 years,14685,13074,1611,7259,4745,2514,21944,17819,4125,16899,15791,1108,8275,5982,2293,25174,21773,3401
2019,43 years,14341,12377,1964,7325,4756,2569,21666,17133,4533,16319,14865,1454,8330,5963,2367,24649,20828,3821
2019,44 years,14212,12407,1805,7095,4860,2235,21307,17267,4040,16048,14732,1316,7980,5916,2064,24028,20648,3380
2019,45 years,13357,11804,1553,6910,4678,2232,20267,16482,3785,15163,14074,1089,7753,5731,2022,22916,19805,3111
2019,46 years,12460,10859,1601,6194,4299,1895,18654,15158,3496,14131,12897,1234,6943,5238,1705,21074,18135,2939
2019,47 years,11969,10690,1279,6143,4313,1830,18112,15003,3109,13675,12833,842,6954,5277,1677,20629,18110,2519
2019,48 years,11255,10147,1108,5759,4159,1600,17014,14306,2708,13029,12316,713,6586,5187,1399,19615,17503,2112
2019,49 years,10525,9556,969,5597,4091,1506,16122,13647,2475,12249,11726,523,6414,5109,1305,18663,16835,1828
2019,50 years,10051,9144,907,5286,4067,1219,15337,13211,2126,11806,11367,439,6150,5143,1007,17956,16510,1446
2019,51 years,9515,8790,725,4900,3902,998,14415,12692,1723,11330,11052,278,5724,4960,764,17054,16012,1042
2019,52 years,8638,8024,614,4462,3551,911,13100,11575,1525,10303,10184,119,5302,4634,668,15605,14818,787
2019,53 years,7210,6664,546,3738,2968,770,10948,9632,1316,8959,8773,186,4579,4001,578,13538,12774,764
2019,54 years,6427,6022,405,3480,2859,621,9907,8881,1026,8087,8179,-92,4244,3756,488,12331,11935,396
2019,55 years,5918,5612,306,3241,2649,592,9159,8261,898,7512,7610,-98,4027,3593,434,11539,11203,336
2019,56 years,5318,5041,277,2858,2466,392,8176,7507,669,6863,6901,-38,3534,3324,210,10397,10225,172
2019,57 years,4758,4703,55,2542,2274,268,7300,6977,323,6113,6384,-271,3161,3104,57,9274,9488,-214
2019,58 years,4140,4250,-110,2258,2076,182,6398,6326,72,5372,5807,-435,2887,2856,31,8259,8663,-404
2019,59 years,3819,3885,-66,2083,1984,99,5902,5869,33,4964,5345,-381,2659,2649,10,7623,7994,-371
2019,60 years,3089,3317,-228,1789,1910,-121,4878,5227,-349,4092,4575,-483,2298,2539,-241,6390,7114,-724
2019,61 years,2757,2976,-219,1625,1671,-46,4382,4647,-265,3688,4151,-463,2111,2249,-138,5799,6400,-601
2019,62 years,2226,2491,-265,1415,1507,-92,3641,3998,-357,3114,3501,-387,1865,2014,-149,4979,5515,-536
2019,63 years,1884,2202,-318,1324,1431,-107,3208,3633,-425,2697,3236,-539,1722,1943,-221,4419,5179,-760
2019,64 years,1530,1890,-360,1133,1329,-196,2663,3219,-556,2247,2909,-662,1533,1835,-302,3780,4744,-964
2019,65 years,1157,1712,-555,1019,1189,-170,2176,2901,-725,1945,2682,-737,1396,1624,-228,3341,4306,-965
2019,66 years,913,1402,-489,872,1171,-299,1785,2573,-788,1553,2257,-704,1178,1613,-435,2731,3870,-1139
2019,67 years,781,1092,-311,820,1037,-217,1601,2129,-528,1332,1846,-514,1091,1436,-345,2423,3282,-859
2019,68 years,630,826,-196,698,872,-174,1328,1698,-370,1118,1470,-352,915,1248,-333,2033,2718,-685
2019,69 years,527,802,-275,598,856,-258,1125,1658,-533,947,1432,-485,837,1200,-363,1784,2632,-848
2019,70 years,448,699,-251,503,737,-234,951,1436,-485,786,1206,-420,727,1052,-325,1513,2258,-745
2019,71 years,379,655,-276,455,669,-214,834,1324,-490,696,1115,-419,635,957,-322,1331,2072,-741
2019,72 years,364,593,-229,409,589,-180,773,1182,-409,624,1036,-412,549,822,-273,1173,1858,-685
2019,73 years,306,496,-190,361,511,-150,667,1007,-340,580,850,-270,500,758,-258,1080,1608,-528
2019,74 years,244,401,-157,289,427,-138,533,828,-295,420,679,-259,401,610,-209,821,1289,-468
2019,75 years,224,428,-204,282,419,-137,506,847,-341,412,755,-343,412,657,-245,824,1412,-588
2019,76 years,198,363,-165,231,348,-117,429,711,-282,404,657,-253,354,544,-190,758,1201,-443
2019,77 years,177,377,-200,233,348,-115,410,725,-315,386,662,-276,352,564,-212,738,1226,-488
2019,78 years,148,289,-141,215,301,-86,363,590,-227,332,583,-251,344,547,-203,676,1130,-454
2019,79 years,150,343,-193,242,296,-54,392,639,-247,320,629,-309,351,536,-185,671,1165,-494
2019,80 years,119,292,-173,187,284,-97,306,576,-270,256,538,-282,297,529,-232,553,1067,-514
2019,81 years,102,286,-184,173,243,-70,275,529,-254,215,467,-252,278,456,-178,493,923,-430
2019,82 years,96,197,-101,148,205,-57,244,402,-158,190,375,-185,228,403,-175,418,778,-360
2019,83 years,74,152,-78,132,170,-38,206,322,-116,140,293,-153,214,377,-163,354,670,-316
2019,84 years,72,155,-83,122,177,-55,194,332,-138,117,265,-148,185,349,-164,302,614,-312
2019,85 years,52,135,-83,93,147,-54,145,282,-137,112,244,-132,157,333,-176,269,577,-308
2019,86 years,47,118,-71,96,125,-29,143,243,-100,74,188,-114,134,268,-134,208,456,-248
2019,87 years,31,69,-38,82,112,-30,113,181,-68,68,135,-67,122,236,-114,190,371,-181
2019,88 years,22,72,-50,59,83,-24,81,155,-74,51,136,-85,91,211,-120,142,347,-205
2019,89 years,21,56,-35,48,72,-24,69,128,-59,34,121,-87,86,223,-137,120,344,-224
2019,90 years,16,47,-31,37,75,-38,53,122,-69,29,95,-66,63,198,-135,92,293,-201
2019,91 years,12,35,-23,34,48,-14,46,83,-37,24,77,-53,54,170,-116,78,247,-169
2019,92 years,15,22,-7,26,39,-13,41,61,-20,26,49,-23,45,134,-89,71,183,-112
